1.199202354992332520e+00,8.322063402046501190e-01
1.120465512066489033e+00,7.927444404602354000e-01
1.005300194823143478e+00,9.484381743353348382e-01
9.126504110202202646e-01,1.223162574008105352e+00
1.224599009194448751e+00,9.910168900531783898e-01
9.324648741126919660e-01,1.061027358303312074e+00
6.352684203915799355e-01,1.078995416119995276e+00
1.136947651610292764e+00,1.422435407948786867e+00
1.102530066384558527e+00,1.067271778801113236e+00
8.636614449255300974e-01,7.290372680459176191e-01
9.035870390523654816e-01,1.267862306198269007e+00
1.302037382761827011e+00,8.161264407073044458e-01
6.601191650362578933e-01,6.839952953549971459e-01
1.092281574350018936e+00,1.054774345533908475e+00
1.167350074601294363e+00,1.032933760644256793e+00
1.139904054059988514e+00,8.316381764813086663e-01
1.345644544891039462e+00,9.555856037284744531e-01
1.415399797976587548e+00,9.649786641403884646e-01
7.600706801791656808e-01,7.534983174105581716e-01
8.161641310350141731e-01,1.061981511162434666e+00
1.163609714714215482e+00,1.189002407753072532e+00
8.684521593586266297e-01,1.261491395205365684e+00
1.326183566678561299e+00,8.063964213249668056e-01
9.950259566882758699e-01,1.125515281607285756e+00
8.782557894812211829e-01,9.309400765264281841e-01
9.893925956079131501e-01,8.638847494086452361e-01
9.748917591551476969e-01,1.024970518331815628e+00
8.510050228338329470e-01,9.845863034131524527e-01
5.287433267883567822e-01,7.703297327427268693e-01
8.588668620157596800e-01,9.624503406569471231e-01
1.008596158837924639e+00,1.007136192743057324e+00
9.047468915265592937e-01,9.174886330277141067e-01
9.406614931304208005e-01,9.946921243294331028e-01
1.242622325012627815e+00,1.306709043258458713e+00
1.099440562191493331e+00,1.125857827883327111e+00
8.813359597891465835e-01,9.653293471353532329e-01
1.014221029164323884e+00,1.077952135169160108e+00
1.274050936604439244e+00,9.909969108281503347e-01
9.767047067137639704e-01,7.499699176038037152e-01
7.172274939390509418e-01,9.935175514377896366e-01
6.139848719395446519e-01,1.184165161446915970e+00
7.627018788328864263e-01,1.019300802192311117e+00
7.960444316424727385e-01,1.317191310137476368e+00
9.706792787462382721e-01,9.547469562124369924e-01
1.449580450047241786e+00,1.216010853781064771e+00
8.627471743087612444e-01,1.067925825092701730e+00
8.350891335819097261e-01,1.024703759875644993e+00
8.494862625689966196e-01,1.176015432056192189e+00
8.301755940019168722e-01,7.644141671892302758e-01
8.571000348742434660e-01,9.748156990450895787e-01
7.951881677102196067e-01,1.044966135522309214e+00
1.310962666378274077e+00,8.831928021942602181e-01
6.189242311709979294e-01,9.596839332761231134e-01
9.669295739493298791e-01,6.790034353411507073e-01
1.220430973693611865e+00,1.033962812687493349e+00
8.435518310566653133e-01,1.221229331921273698e+00
1.028611698965567367e+00,9.639727527939994101e-01
8.296280478840153405e-01,1.015835755311906841e+00
8.197555576374200292e-01,9.059832039538679993e-01
1.089416716802210416e+00,1.094327284347754947e+00
9.833025350082128524e-01,8.013852517787942720e-01
9.221428525952308775e-01,9.334783505297711281e-01
1.122888663849889390e+00,1.114423734642485453e+00
8.770625010363798379e-01,9.555758036829905544e-01
7.181289572045645997e-01,9.549720173311089244e-01
1.409014996641068551e+00,9.898895871980318839e-01
8.356945523000507414e-01,8.209809807176191576e-01
4.713192779802652943e-01,1.236402664225662473e+00
1.448552729706957809e+00,1.200193389259277099e+00
1.160997431561520798e+00,1.088596913508639741e+00
1.223509974641006748e+00,1.111273611668188721e+00
1.358609015605001247e+00,1.138175931876390212e+00
1.273798460068534810e+00,1.406842400072839228e+00
1.002282157948237495e+00,9.093676694222998513e-01
6.570292514997544409e-01,1.248063582489246759e+00
1.155618630905238753e+00,1.146912137080945415e+00
9.841181732478245792e-01,1.183411554120843201e+00
9.653948388511633949e-01,7.860628255313157897e-01
9.845793781982744575e-01,1.125116959438818842e+00
1.241603129174769560e+00,7.186673702569454925e-01
1.062757028923815961e+00,8.660998651012985494e-01
1.051486304666249705e+00,8.290758984436866763e-01
6.940145828371357961e-01,1.025921914012154268e+00
9.475835969466473996e-01,8.497710771735859092e-01
8.116700612196864340e-01,1.179224596405762160e+00
1.145901684054647651e+00,7.953497885824369895e-01
7.583585815350838422e-01,1.174647017763946089e+00
1.259624290025359583e+00,8.329627001809746245e-01
1.149487212721732821e+00,8.335510751668422369e-01
7.037407042739376450e-01,8.040715690099380364e-01
1.123748348504952421e+00,1.221838183564623037e+00
1.378075505108477428e+00,8.991130641914818478e-01
5.621106729388437584e-01,8.559205451100420081e-01
1.027532954040197621e+00,9.060658000305283899e-01
9.466239682409028910e-01,8.161729666286491325e-01
9.256354143004723589e-01,8.982967780113325640e-01
1.268093881878767260e+00,1.130420265337052310e+00
8.901955870257067804e-01,1.407371527533183286e+00
9.354738033147252940e-01,9.610158542731769282e-01
1.093896915840171902e+00,8.098171945055102627e-01
