2.904322109154794163e+00,3.016996435628512607e+00
3.214276443844549025e+00,2.930517806755395416e+00
2.724290015071852533e+00,2.615138691345437305e+00
2.735207733509029904e+00,2.945190846978877008e+00
2.864315048837697830e+00,2.996810904488997895e+00
3.006606527192528855e+00,3.238003042576110602e+00
3.145973474593072083e+00,2.813172882796016960e+00
3.184267278272294277e+00,3.406175356272837629e+00
2.644567481351984384e+00,3.206798553068639368e+00
2.544461677457833915e+00,2.807976923715729267e+00
3.016431334374359174e+00,3.244123810330868718e+00
2.868484074539829010e+00,3.047472802459591179e+00
3.412943293901387509e+00,3.088274647012710705e+00
2.825777484829504527e+00,3.278461565891344520e+00
3.323510567187260012e+00,3.044891460861394172e+00
2.960706230262943883e+00,2.671602049648515553e+00
2.943902299224737007e+00,3.235075727104084642e+00
3.196879359232287499e+00,2.731540033053474925e+00
3.072913087077072003e+00,3.020110697621687379e+00
2.646358490505246408e+00,2.580104183538687757e+00
2.742154285767365529e+00,3.246409460795411928e+00
2.905278474315997173e+00,3.241115779834142341e+00
3.051470644657944487e+00,2.842220242143756792e+00
2.809550966699189800e+00,2.946228458959720964e+00
2.559154255466259187e+00,2.813553912332361406e+00
3.649779585030486828e+00,3.333751525890807255e+00
2.327286295143562445e+00,2.588393607847163658e+00
3.093196787986724150e+00,3.269776617007609687e+00
2.734488569037908157e+00,3.145164090523238976e+00
3.014774387587623838e+00,2.904900979568188379e+00
3.048247657996637994e+00,3.473892056727190258e+00
2.976547212824165012e+00,2.817636889009278001e+00
2.916883044958950677e+00,3.180109066795757666e+00
2.732567621176392514e+00,3.372909235735556344e+00
3.387106702955598347e+00,3.197925604518834675e+00
2.830112087387513409e+00,3.193308792792843853e+00
2.926188025834303819e+00,3.092693484603277199e+00
2.545245172083285379e+00,2.584229719101302614e+00
2.910289165775957976e+00,3.119288271138461965e+00
2.665832515067467767e+00,2.748171958219567834e+00
2.824208714065144399e+00,3.311834843005353690e+00
3.673910647321119605e+00,2.768629515982021783e+00
3.261845223891196355e+00,2.856116327160822088e+00
2.926342133092064923e+00,3.495103344991331351e+00
2.867518692132890568e+00,3.387299048200154594e+00
3.260201045531606390e+00,2.645157484849896878e+00
2.812117057946126764e+00,3.232398772223550765e+00
3.212556098936983240e+00,2.774628668564115053e+00
3.006240032844044396e+00,2.709674453240093150e+00
3.203357010058714760e+00,2.903807845599562398e+00
2.647683367990757652e+00,3.651610239963141158e+00
3.239348647369175271e+00,3.274006623134595451e+00
3.043652400412648173e+00,3.755324883621449672e+00
3.105869973157752817e+00,2.898179624479015892e+00
2.580370288930049494e+00,2.932961940100543785e+00
3.101171155396658552e+00,3.338209593898425531e+00
2.836968892456492863e+00,3.005355846044249546e+00
2.459901932200765362e+00,3.075268526241277112e+00
3.022197114833716114e+00,2.914773991924878960e+00
2.479062804331096270e+00,2.925295858071575772e+00
2.510493218214354005e+00,3.036055796297124409e+00
2.872327676705945354e+00,2.778766552131159084e+00
3.183897566038406346e+00,3.037043072319176584e+00
3.097295376362500186e+00,2.931051117636303438e+00
3.276854790928588113e+00,3.361632275073021425e+00
2.426676874927458982e+00,3.149400620259032557e+00
2.757508703415956663e+00,2.571416758798169777e+00
2.828934826655527424e+00,2.869426505903500679e+00
3.098238629958334212e+00,2.864748059934449920e+00
2.459777745172352592e+00,2.630506924298899207e+00
2.780341552628097013e+00,3.253960800090133443e+00
2.317061657504770444e+00,3.007860537770445930e+00
2.984285065544565629e+00,2.483540777102849262e+00
2.943371695593421933e+00,3.109087113043053296e+00
3.288731982013194610e+00,2.807179755344879624e+00
3.294760717789232185e+00,3.707131040769487740e+00
2.721273075261570806e+00,2.772243709557240088e+00
2.787477458555639664e+00,3.121936678979928992e+00
3.178505168446678297e+00,2.810372860236708625e+00
2.981924746577238494e+00,3.023339346426525687e+00
3.266343730416066293e+00,2.922272930753291309e+00
2.948551069697544769e+00,2.322100080214620554e+00
2.782069585560279723e+00,3.174001173499844342e+00
3.105568549348461271e+00,2.975559023873754594e+00
3.050895969300123856e+00,2.939259863482659885e+00
2.825958993625191873e+00,2.255418870802183395e+00
2.964206136631563737e+00,3.349561911877814602e+00
2.816052718275532829e+00,2.934160978176223011e+00
2.842471633193637714e+00,3.306579821179394418e+00
2.716595576141771939e+00,3.322123523912367205e+00
2.993724816604793393e+00,2.696854972812262385e+00
2.955976510193298878e+00,2.565922409372275226e+00
3.012950105360422626e+00,3.153821388497414002e+00
2.643293237547563734e+00,3.010618317243285880e+00
3.383779641133102700e+00,3.395506491453921250e+00
2.963930865985837659e+00,2.837569671188413079e+00
2.951819972178295171e+00,2.749682120027563847e+00
3.241970245058163336e+00,3.468985905923750668e+00
2.949685570731583439e+00,2.635025198306809369e+00
3.627691198623611335e+00,2.789467409693074273e+00
